Judul,Tahun,Penulis,Publikasi,Dikutip,Link
The Use of Urban Heritage Film Media in Bandar Lampung City towards Historical Awareness of Class X Students of SMA YP UNILA,2023,"Authors : S Sumargono, A Triaristina","Pancaran Pendidikan 12 (1), 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'The Use of Urban Heritage Film Media in Bandar Lampung City towards Historical Awareness of Class X Students of SMA YP UNILA'
PERAN TAMAN SISWA DALAM PEMBENTUKAN RASA NASIONALISME PADA MASA PERGERAKAN NASIONAL,2023,"Authors : A Rhamadani, A Triaristina","ISTORIA: Jurnal Pendidikan dan Ilmu Sejarah 19 (1), 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'PERAN TAMAN SISWA DALAM PEMBENTUKAN RASA NASIONALISME PADA MASA PERGERAKAN NASIONAL'
Women’s Rights Fought for in Women's Movement during the National Movement,2023,"Authors : A Triaristina, O Tauvita","Jurnal Perempuan dan Anak 6 (1), 11-16, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Women’s Rights Fought for in Women's Movement during the National Movement'
Pelatihan Pembuatan Bahan Pembelajaran Interaktif Untuk Meningkatkan Kemampuan Literasi Digital Siswa Dengan Pemanfaatan Aplikasi Edpuzzle Bagi Guru-Guru SMA/SMK di Kecamatan …,2023,"Authors : M Imanita, NI Lestari, A Triaristina, Y Perdana","Suluah Bendang: Jurnal Ilmiah Pengabdian Kepada Masyarakat 23 (2), 47-55, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Pelatihan Pembuatan Bahan Pembelajaran Interaktif Untuk Meningkatkan Kemampuan Literasi Digital Siswa Dengan Pemanfaatan Aplikasi Edpuzzle Bagi Guru-Guru SMA/SMK di Kecamatan …'
Pelatihan pembuatan bahan pembelajaran interaktif bagi guru-guru SMK Waskita Kabupaten Lampung Tengah,2023,"Authors : M Imanita, A Triaristina","Indonesia Berdaya 4 (4), 879-886, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Pelatihan pembuatan bahan pembelajaran interaktif bagi guru-guru SMK Waskita Kabupaten Lampung Tengah'
Inverse Kinematic of 1-DOF Robot Manipulator Using Sparse Identification of Nonlinear System,2023,"Authors : AU Darajat, U Murdika, AS Repelianto, R Annisa","INTEK: Jurnal Penelitian 10 (1), 22-25, 2023",1 cited,https://scholar.google.com/scholar?q=+intitle:'Inverse Kinematic of 1-DOF Robot Manipulator Using Sparse Identification of Nonlinear System'
Trajectory Tracking Control of Four Omni-wheels Robot using PID and Pole Placement State Feedback Controller for Telepresence Robot Applications,2023,"Authors : AU Darajat, U Murdika, S Sumadi","2023 International Conference on Advanced Mechatronics, Intelligent …, 2023",1 cited,https://scholar.google.com/scholar?q=+intitle:'Trajectory Tracking Control of Four Omni-wheels Robot using PID and Pole Placement State Feedback Controller for Telepresence Robot Applications'
BLDC Motor Stability Management Using Adaptive PID (MRAC-PID),2023,"Authors : ZD Aulia, U Murdika, S Alam","Journal of Engineering and Scientific Research 5 (2), 98-104, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'BLDC Motor Stability Management Using Adaptive PID (MRAC-PID)'
RANCANG BANGUN ALAT MONITORING SUHU MENGGUNAKAN SENSOR DS18B20 DAN PENGADUK OTOMATIS PADA PROSES FERMENTASI KAKAO,2023,"Authors : MF Maheswara, S Purwiyanti, S Sumadi, E Nasrullah","Jurnal Informatika Dan Teknik Elektro Terapan 11 (3), 2023",2 cited,https://scholar.google.com/scholar?q=+intitle:'RANCANG BANGUN ALAT MONITORING SUHU MENGGUNAKAN SENSOR DS18B20 DAN PENGADUK OTOMATIS PADA PROSES FERMENTASI KAKAO'
RANCANG BANGUN SISTEM PEMANTAU PH MENGGUNAKAN APLIKASI BLYNK DAN KENDALI PH MENGGUNAKAN AKTUATOR PADA BUDIDAYA AKUAPONIK BERBASIS WEMOS D1 R2,2023,"Authors : S Alam, S Purwiyanti, E Nasrullah","JITET (Jurnal Informatika dan Teknik Elektro Terapan) 11 (2), 217-223, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'RANCANG BANGUN SISTEM PEMANTAU PH MENGGUNAKAN APLIKASI BLYNK DAN KENDALI PH MENGGUNAKAN AKTUATOR PADA BUDIDAYA AKUAPONIK BERBASIS WEMOS D1 R2'
Sistem Informasi Mobile untuk Pelacakan Posisi Tikus dan Debu pada Ruangan Storage Museum Lampung,2023,"Authors : AMH Fakari, AU Darajat, S Purwiyanti, A Yudamson","ELECTRON Jurnal Ilmiah Teknik Elektro 4 (2), 104-113, 2023",1 cited,https://scholar.google.com/scholar?q=+intitle:'Sistem Informasi Mobile untuk Pelacakan Posisi Tikus dan Debu pada Ruangan Storage Museum Lampung'
"Pengenalan, Pelatihan, Dan Perakitan Rangkaian Elektronika Sederhana Berupa Kipas Angin Mini Untuk Para Siswa Sma",2023,"Authors : Y Yuniati, S Purwiyanti, AS Repelianto, E Nasrullah, B Baiqodar","Jurnal Pengabdian Kepada Masyarakat Sakai Sambayan 7 (3), 146-150, 2023",1 cited,"https://scholar.google.com/scholar?q=+intitle:'Pengenalan, Pelatihan, Dan Perakitan Rangkaian Elektronika Sederhana Berupa Kipas Angin Mini Untuk Para Siswa Sma'"
Karakteristik Suhu Pada Pengisian Baterai Handphone Menggunakan Kamera Termal Berbasis Metode Thresholding,2023,"Authors : SR Sulistiyanti, FXA Setiawan, T Muthia, S Purwiyanti, R Risnalia","Seminar Nasional Teknik Elektro, 2023",1 cited,https://scholar.google.com/scholar?q=+intitle:'Karakteristik Suhu Pada Pengisian Baterai Handphone Menggunakan Kamera Termal Berbasis Metode Thresholding'
Influence of Augmanted Reality Text Learning Media Description Of The Learning Independence of Class Students VII SMP in Central Lampung,2023,"Authors : SMW Fauziah, IS Sunarti, MW Widodo, R Rahmayanthi, S Samhati","Journal of Applied Research In Computer Science and Information Systems 1 (2 …, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Influence of Augmanted Reality Text Learning Media Description Of The Learning Independence of Class Students VII SMP in Central Lampung'
Perspektif Gen Z terkait Konten Bertema Psikologis di Media Sosial,2023,Authors : R Rahmayanthi,"Indonesian Journal of Educational Counseling 7 (1), 155-163, 2023",1 cited,https://scholar.google.com/scholar?q=+intitle:'Perspektif Gen Z terkait Konten Bertema Psikologis di Media Sosial'
Check for updates Visualization of Bibliometric Research Political Budget Cycles in 2014-2022,2023,"Authors : MM Gultom, FG Dewi, F Dharma","Proceedings of the International Conference of Economics, Business, and …, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Check for updates Visualization of Bibliometric Research Political Budget Cycles in 2014-2022'
Diversitas Dewan Komisaris dan Pengaruhnya Terhadap Tingkat Pengungkapan Manajemen Risiko Perusahaan,2023,"Authors : R Ananda, FG Dewi","Journal Economy And Currency Study (JECS) 5 (1), 30-46, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Diversitas Dewan Komisaris dan Pengaruhnya Terhadap Tingkat Pengungkapan Manajemen Risiko Perusahaan'
Pengaruh Good Corporate Governance Terhadap Kinerja Keuangan Perusahaan Manafaktur Di Bursa Efek Indonesia,2023,"Authors : OR Marthasari, FG Dewi, SIO Sembiring",,0 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Good Corporate Governance Terhadap Kinerja Keuangan Perusahaan Manafaktur Di Bursa Efek Indonesia'
Board of commissioner's diversity on the level of enterprise risk management disclosure,2023,"Authors : R Ananda, FG Dewi",,0 cited,https://scholar.google.com/scholar?q=+intitle:'Board of commissioner's diversity on the level of enterprise risk management disclosure'
"Analysis Of Accountability, Transparency, Participation In The Management Of School Operational Assistance Funds (Case Study Of An Elementary School In Central Lampung Regency)",2023,"Authors : N Putri, FG Dewi","Asia Pacific Journal of Business Economics and Technology 3 (06), 97-114, 2023",1 cited,"https://scholar.google.com/scholar?q=+intitle:'Analysis Of Accountability, Transparency, Participation In The Management Of School Operational Assistance Funds (Case Study Of An Elementary School In Central Lampung Regency)'"
Performance Measurement Of The Insurance Industry In Indonesia Using The Best-Worst Method (BWM),2023,"Authors : AW Mawarni, FG Dewi, F Dharma","Asia Pacific Journal of Business Economics and Technology 3 (05), 79-104, 2023",4 cited,https://scholar.google.com/scholar?q=+intitle:'Performance Measurement Of The Insurance Industry In Indonesia Using The Best-Worst Method (BWM)'
Determinants of the quality of financial reports in regional government: A literature review,2023,"Authors : SC Drilia, FG Dewi, S Suhendro",,0 cited,https://scholar.google.com/scholar?q=+intitle:'Determinants of the quality of financial reports in regional government: A literature review'
Do Business Strategy Affects To Tax Avoidance While Pandemic Covid-19?,2023,"Authors : P Wisesa, FG Dewi, F Dharma","ICEBE 2023: Proceedings of the 6th International Conference of Economics …, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Do Business Strategy Affects To Tax Avoidance While Pandemic Covid-19?'
Dampak Tata Kelola Perusahaan dan Dewan Direksi Perempuan terhadap Keberlangsungan Perusahaan: Sebuah Artikel Review,2023,"Authors : MM Gultom, FG Dewi, F Dharma","Jurnal Akuntansi dan Audit Tri Bhakti 2 (2), 173-188, 2023",1 cited,https://scholar.google.com/scholar?q=+intitle:'Dampak Tata Kelola Perusahaan dan Dewan Direksi Perempuan terhadap Keberlangsungan Perusahaan: Sebuah Artikel Review'
Factors Influencing the Implementation of Accounting Digitalization in MSMEs: a Literature Review,2023,"Authors : Y Novelidhawaty, FG Dewi, U Syaipudin","International Journal Of Education, Social Studies, And Management (IJESSM …, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Factors Influencing the Implementation of Accounting Digitalization in MSMEs: a Literature Review'
Visualization of Bibliometric Research Political Budget Cycles in 2014–2022,2023,"Authors : MM Gultom, FG Dewi, F Dharma","International Conference of Economics, Business, and Entrepreneur (ICEBE …, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Visualization of Bibliometric Research Political Budget Cycles in 2014–2022'
"Strategic management accounting information, service quality, and knowledge management to company performance: a literature review marginal",2023,"Authors : HB Anisman, FG Dewi, R Oktavia","Journal of management, accounting, general finance and international …, 2023",4 cited,"https://scholar.google.com/scholar?q=+intitle:'Strategic management accounting information, service quality, and knowledge management to company performance: a literature review marginal'"
Knowledge Level Of Rice Farmers On Transplanter Innovation In The Sinar Kencana Ii Farmers Group Bumi Kencana Village,2023,"Authors : IA Prastisi, I Listiana, H Yanfika","Jurnal Penelitian Pertanian Terapan 23 (1), 110-118, 2023",5 cited,https://scholar.google.com/scholar?q=+intitle:'Knowledge Level Of Rice Farmers On Transplanter Innovation In The Sinar Kencana Ii Farmers Group Bumi Kencana Village'
Model Pemberdayaan Kelompok Wanita Tani Melalui Budidaya Sayuran Teknik Hidroponik Untuk Mendukung Ketahanan Pangan: Empowerment Model for Farmer Women Groups through …,2023,"Authors : H Yanfika, SS Soepratikno, RAD Widyastuti","Jurnal Pengabdian dan Pemberdayaan Masyarakat Inovatif 2 (3), 111-117, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Model Pemberdayaan Kelompok Wanita Tani Melalui Budidaya Sayuran Teknik Hidroponik Untuk Mendukung Ketahanan Pangan: Empowerment Model for Farmer Women Groups through …'
Peran Serta Stakeholder Terhadap Kapabilitas Petani Sayur Melalui Media Online,2023,"Authors : S Amalia, I Listiana, H Yanfika","Journal of Food System and Agribusiness, 159-165, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Peran Serta Stakeholder Terhadap Kapabilitas Petani Sayur Melalui Media Online'
Model of accreditation caceleration for international reputable journals,2023,"Authors : H Yanfika, N Nurdiana","Open Global Scientific Journal 2 (2), 66-80, 2023",4 cited,https://scholar.google.com/scholar?q=+intitle:'Model of accreditation caceleration for international reputable journals'
Hubungan Dinamika Kelompok Dengan Kinerja Bumdes: Studi Kasus BUMDes Mandiri Bersatu Pekon Gisting Bawah: The Relationship of Group Dynamics and Bumdes Performance: Case Study …,2023,"Authors : N Pamungkas, YA Syarief, H Yanfika","Journal of Agriculture and Social Development 2 (1), 20-29, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Hubungan Dinamika Kelompok Dengan Kinerja Bumdes: Studi Kasus BUMDes Mandiri Bersatu Pekon Gisting Bawah: The Relationship of Group Dynamics and Bumdes Performance: Case Study …'
Tingkat Pengetahuan Petani Padi Sawah Terhadap Inovasi Transplanter Di Kelompok Tani Sinar Kencana II Kampung Bumi Kencana,2023,"Authors : IA Prastisi, I Listiana, H Yanfika, SS Silviyanti","Jurnal Penelitian Pertanian Terapan 23 (1), 110-118, 2023",6 cited,https://scholar.google.com/scholar?q=+intitle:'Tingkat Pengetahuan Petani Padi Sawah Terhadap Inovasi Transplanter Di Kelompok Tani Sinar Kencana II Kampung Bumi Kencana'
Rancang Bangun Diode Clamped Multilevel Inverter 7 Tingkat Untuk Kontrol Dan Monitoring Motor Induksi Satu Fasa Berbasis Iot,2023,"Authors : N Soedjarwanto, FXA Setyawan, F Adiwinata","Jurnal Informatika dan Teknik Elektro Terapan 11 (1), 2023",5 cited,https://scholar.google.com/scholar?q=+intitle:'Rancang Bangun Diode Clamped Multilevel Inverter 7 Tingkat Untuk Kontrol Dan Monitoring Motor Induksi Satu Fasa Berbasis Iot'
Deteksi Karakter Plat Nomor Kendaraan Dengan Menggunakan Metode Optical Character Recognition (Ocr),2023,"Authors : AR Hanif, E Nasrullah, FXA Setyawan","Jurnal Informatika dan Teknik Elektro Terapan 11 (1), 2023",17 cited,https://scholar.google.com/scholar?q=+intitle:'Deteksi Karakter Plat Nomor Kendaraan Dengan Menggunakan Metode Optical Character Recognition (Ocr)'
Pengendalian Kecepatan Motor Induksi 3 Fasa Dengan Sumber Panel Surya,2023,"Authors : CR Harahap, FXA Setyawan, RA Nasution","Jurnal Informatika dan Teknik Elektro Terapan 11 (3), 797-804, 2023",8 cited,https://scholar.google.com/scholar?q=+intitle:'Pengendalian Kecepatan Motor Induksi 3 Fasa Dengan Sumber Panel Surya'
PEMBANGKIT LISTRIK TENAGA SURYA UNTUK SISTEM PENERANGAN DAN ALAT PEMBERI PAKAN OTOMATIS PADA KERAMBA JARING APUNG,2023,"Authors : FXA Setyawan, BA Nugroho, A Yudamson, E Nasrullah, T Yulianti","Prosiding Seminar Nasional Ilmu Teknik Dan Aplikasi Industri Fakultas Teknik …, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'PEMBANGKIT LISTRIK TENAGA SURYA UNTUK SISTEM PENERANGAN DAN ALAT PEMBERI PAKAN OTOMATIS PADA KERAMBA JARING APUNG'
IoT based Monitoring and Speed Control of Induction Motor Using Nine Level Cascaded H-Bridge Multilevel Inverter,2023,"Authors : CR Harahap, FXA Setyawan, D Sanjaya","2023 International Conference on Converging Technology in Electrical and …, 2023",1 cited,https://scholar.google.com/scholar?q=+intitle:'IoT based Monitoring and Speed Control of Induction Motor Using Nine Level Cascaded H-Bridge Multilevel Inverter'
Sistem Keamanan Kendaraan Bermotor Berbasis Komunikasi Dua Modul Wireless Transceiver dengan Pengiriman Informasi Lokasi,2023,"Authors : AA Muhammad, S Alam, FXA Setyawan","Seminar Nasional Teknik Elektro, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Sistem Keamanan Kendaraan Bermotor Berbasis Komunikasi Dua Modul Wireless Transceiver dengan Pengiriman Informasi Lokasi'
Green Economy Initiatives in Enhancing Social Solidarity in the Tourism Sector in Coastal Areas,2023,"Authors : MS Hidayat, A Yasin, R Sulistiowati, D Regina, TP Nugrahanti","International Journal of Science and Society 5 (1), 232-243, 2023",11 cited,https://scholar.google.com/scholar?q=+intitle:'Green Economy Initiatives in Enhancing Social Solidarity in the Tourism Sector in Coastal Areas'
Edukasi Pemilahan Sampah dan Inisiasi Bank Sampah Kelompok Perempuan di Desa Wisata Tanjung Setia Kabupaten Pesisir Barat,2023,"Authors : R Sulistiowati, N Mulyana, AA Puspawati, V Karmilasari","Jurnal Mitrawarga 2 (2), 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Edukasi Pemilahan Sampah dan Inisiasi Bank Sampah Kelompok Perempuan di Desa Wisata Tanjung Setia Kabupaten Pesisir Barat'
Analysis of the Implementation of Protection for Domestic Violence (KDRT) Victims in Indonesia,2023,"Authors : AA Puspawati, DB Atika, R Sulistiowati, Y Suchmasasi, L Rahmawati","3rd Universitas Lampung International Conference on Social Sciences (ULICoSS …, 2023",1 cited,https://scholar.google.com/scholar?q=+intitle:'Analysis of the Implementation of Protection for Domestic Violence (KDRT) Victims in Indonesia'
IDENTIFIKASI KESIAPAN DESTINASI WISATA SEKITAR TAMAN HUTAN RAYA WAN ABDURACHMAN (TAHURA WAR) MENUJU DESA WISATA BERBASIS SMART TOURISM,2023,"Authors : R Sulistiowati, DB Atika, DA Saputra","Administratio 14 (1), 45-61, 2023",2 cited,https://scholar.google.com/scholar?q=+intitle:'IDENTIFIKASI KESIAPAN DESTINASI WISATA SEKITAR TAMAN HUTAN RAYA WAN ABDURACHMAN (TAHURA WAR) MENUJU DESA WISATA BERBASIS SMART TOURISM'
Good Environmental Governance dalam Pengelolaan Sampah di Kota Bandar Lampung,2023,"Authors : GP Nugroho, R Sulistiowati, SI Caturiani","Jurnal Administrativa 5 (2), 155-162, 2023",4 cited,https://scholar.google.com/scholar?q=+intitle:'Good Environmental Governance dalam Pengelolaan Sampah di Kota Bandar Lampung'
Komunikasi Stakeholder dalam Revitalisasi Pengembangan Pariwisata di Kabupaten Lampung Utara (Studi Kasus Wisata Way Tebabeng),2023,"Authors : AF Adisa, R Sulistiowati, SI Caturiani","Jurnal Administrativa 5 (2), 107-115, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Komunikasi Stakeholder dalam Revitalisasi Pengembangan Pariwisata di Kabupaten Lampung Utara (Studi Kasus Wisata Way Tebabeng)'
Simulasi Smart Vending Machine Minuman Kopi Dengan NFA Berbasis Android,2023,"Authors : MB Arifudin, Y Mulyani","Jurnal Informatika dan Teknik Elektro Terapan 11 (1), 2023",1 cited,https://scholar.google.com/scholar?q=+intitle:'Simulasi Smart Vending Machine Minuman Kopi Dengan NFA Berbasis Android'
SISTEM INFORMASI PORTAL PRODI MODUL PENDAFTARAN SEMINAR AKADEMIK DI JURUSAN TEKNIK ELEKTRO FAKULTAS TEKNIK UNIVERSITAS LAMPUNG MENGGUNAKAN METODE RAPID APPLICATION DEVELOPMENT …,2023,"Authors : G Revanol, WE Sulistyono, HD Septama, M Pratama","Jurnal Informatika dan Teknik Elektro Terapan 11 (1), 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'SISTEM INFORMASI PORTAL PRODI MODUL PENDAFTARAN SEMINAR AKADEMIK DI JURUSAN TEKNIK ELEKTRO FAKULTAS TEKNIK UNIVERSITAS LAMPUNG MENGGUNAKAN METODE RAPID APPLICATION DEVELOPMENT …'
Pengembangan Aplikasi Jual Beli Sampah Daur Ulang Menggunakan Framework Multiplatform,2023,"Authors : AR Saputra, Y Mulyani","Electrician: Jurnal Rekayasa dan Teknologi Elektro 17 (2), 196-209, 2023",1 cited,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Aplikasi Jual Beli Sampah Daur Ulang Menggunakan Framework Multiplatform'
EVALUATION OF INTEGRATED PREDICTION ERROR FILTER (INPEFA) IN ANALYSIS OF MILANKOVITCH CYCLE THROUGH SYNTHETIC STRATIGRAPHY,2023,"Authors : A Syaiful, H Mohamad Sapari Dwi, H Ahmad Helman, S Noorzamzarina","Journal of Engineering Science and Technology (JESTEC) 22 (25), 77-84, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'EVALUATION OF INTEGRATED PREDICTION ERROR FILTER (INPEFA) IN ANALYSIS OF MILANKOVITCH CYCLE THROUGH SYNTHETIC STRATIGRAPHY'
Hubungan pH air terhadap pertumbuhan jentik nyamuk Aedes aegypti,2023,"Authors : F Dwiyanti, B Kurniawan, R Lisiswanti, H Mutiara","Medical Profession Journal of Lampung 13 (2), 158-163, 2023",2 cited,https://scholar.google.com/scholar?q=+intitle:'Hubungan pH air terhadap pertumbuhan jentik nyamuk Aedes aegypti'
Probing the effects of increased protein intake on Plasmodium berghei parasitemia level in Swiss Webster mice,2023,"Authors : M Jiofansyah, H Mutiara, GT Putri, E Setyaningrum, J Hutagalung","GSC Biological and Pharmaceutical Sciences 24 (2), 067-074, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Probing the effects of increased protein intake on Plasmodium berghei parasitemia level in Swiss Webster mice'
